time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_max_min,relativehumidity_2m (%)_max_min,dewpoint_2m (°C)_max_min,apparent_temperature (°C)_max_min,pressure_msl (hPa)_max_min,surface_pressure (hPa)_max_min,snowfall (cm)_max_min,cloudcover (%)_max_min,cloudcover_low (%)_max_min,cloudcover_mid (%)_max_min,cloudcover_high (%)_max_min,shortwave_radiation (W/m²)_max_min,direct_radiation (W/m²)_max_min,diffuse_radiation (W/m²)_max_min,direct_normal_irradiance (W/m²)_max_min,windspeed_10m (km/h)_max_min,windspeed_100m (km/h)_max_min,winddirection_10m (°)_max_min,winddirection_100m (°)_max_min,windgusts_10m (km/h)_max_min,et0_fao_evapotranspiration (mm)_max_min,vapor_pressure_deficit (kPa)_max_min,soil_temperature_0_to_7cm (°C)_max_min,soil_temperature_7_to_28cm (°C)_max_min,soil_temperature_28_to_100cm (°C)_max_min,soil_temperature_100_to_255cm (°C)_max_min,soil_moisture_0_to_7cm (m³/m³)_max_min,soil_moisture_7_to_28cm (m³/m³)_max_min,soil_moisture_28_to_100cm (m³/m³)_max_min,soil_moisture_100_to_255cm (m³/m³)_max_min,city_max_min,month,rainy,year
2018-05-19,-0.8,-5.4,-4.5,-10.0,1970-01-01T07:00,1970-01-01T07:00,27.46,0.0,0.0,11.1,15.1,1.98,0,q,-1.2,83.0,-6.5,-4.5,1002.9,966.7,0.0,5.0,0.0,0.0,17.0,558.0,478.0,86.0,898.2,11.1,14.6,360.0,85.0,15.1,0.17,0.24,-13.3,-13.7,-14.8,-15.8,0.334,0.324,0.267,0.25,q,-4.9,57.0,-9.8,-10.0,996.4,960.3,0.0,0.0,0.0,0.0,0.0,91.0,61.0,30.0,485.9,3.6,2.9,8.0,15.0,7.6,0.02,0.08,-13.6,-14.0,-14.9,-15.9,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-20,-1.3,-4.7,-4.9,-8.6,1970-01-01T07:00,1970-01-01T07:00,26.42,0.0,0.0,6.8,15.8,1.86,0,q,-1.3,92.0,-4.2,-4.9,1004.0,967.6,0.0,66.0,72.0,0.0,39.0,559.0,476.0,105.0,884.6,6.8,7.4,354.0,342.0,15.8,0.16,0.23,-12.9,-13.4,-14.6,-15.8,0.334,0.324,0.267,0.25,q,-6.4,59.0,-8.2,-8.6,998.5,962.3,0.0,1.0,0.0,0.0,0.0,73.0,36.0,37.0,271.1,2.9,0.4,6.0,11.0,5.0,0.01,0.04,-13.3,-13.7,-14.8,-15.8,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-21,-1.1,-4.1,-4.5,-7.8,1970-01-01T07:00,1970-01-01T07:00,24.72,0.0,0.0,5.6,11.5,1.82,0,q,-0.4,82.0,-6.3,-4.5,1006.4,969.7,0.0,45.0,49.0,5.0,3.0,545.0,432.0,134.0,837.6,5.6,6.2,360.0,353.0,11.5,0.16,0.22,-12.5,-13.0,-14.3,-15.8,0.334,0.324,0.267,0.25,q,-4.3,63.0,-7.6,-7.8,998.8,962.7,0.0,11.0,11.0,0.0,0.0,76.0,40.0,32.0,287.9,4.0,0.7,4.0,4.0,5.8,0.02,0.08,-12.9,-13.3,-14.6,-15.8,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-22,-1.6,-6.2,-5.0,-10.4,1970-01-01T07:00,1970-01-01T07:00,26.86,0.0,0.0,7.7,13.7,1.91,0,q,-2.5,89.0,-5.1,-5.0,1008.1,971.4,0.0,17.0,18.0,2.0,0.0,549.0,431.0,119.0,805.4,7.7,10.4,360.0,360.0,13.7,0.15,0.16,-12.1,-12.6,-14.1,-15.7,0.334,0.324,0.267,0.25,q,-7.7,65.0,-10.2,-10.4,1005.5,969.1,0.0,0.0,0.0,0.0,0.0,87.0,43.0,38.0,314.6,2.7,4.1,5.0,3.0,5.8,0.02,0.04,-12.5,-13.0,-14.3,-15.7,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-23,-1.9,-4.7,-5.5,-8.9,1970-01-01T07:00,1970-01-01T07:00,27.48,0.0,0.0,8.1,14.0,2.0,0,q,-2.7,84.0,-6.2,-5.5,1007.4,970.9,0.0,11.0,4.0,11.0,13.0,551.0,455.0,118.0,875.8,8.1,12.4,356.0,360.0,14.0,0.16,0.17,-11.8,-12.3,-13.9,-15.6,0.334,0.324,0.267,0.25,q,-6.0,66.0,-10.7,-8.9,999.3,963.0,0.0,0.0,0.0,0.0,0.0,101.0,68.0,33.0,494.3,2.5,3.5,7.0,6.0,6.1,0.02,0.07,-12.1,-12.6,-14.1,-15.7,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-24,-1.9,-3.3,-5.6,-7.1,1970-01-01T07:00,1970-01-01T07:00,26.16,0.0,0.0,5.8,11.9,1.97,0,q,-2.5,71.0,-7.6,-5.6,1005.0,968.6,0.0,100.0,66.0,95.0,0.0,568.0,478.0,239.0,881.5,5.8,6.5,356.0,104.0,11.9,0.16,0.18,-11.3,-11.9,-13.6,-15.6,0.334,0.324,0.267,0.25,q,-4.7,62.0,-10.2,-7.1,998.7,962.5,0.0,3.0,0.0,2.0,0.0,87.0,38.0,49.0,253.3,3.7,3.3,9.0,3.0,6.5,0.02,0.13,-11.8,-12.3,-13.8,-15.6,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-25,-1.6,-3.4,-5.3,-8.3,1970-01-01T07:00,1970-01-01T07:00,21.09,0.0,0.7,12.4,18.4,1.68,0,q,-2.5,75.0,-6.7,-5.3,1010.6,973.9,0.07,100.0,97.0,100.0,1.0,522.0,303.0,282.0,508.7,12.4,16.6,79.0,88.0,18.4,0.14,0.21,-11.0,-11.6,-13.3,-15.5,0.334,0.324,0.267,0.25,q,-4.4,56.0,-10.9,-8.3,1005.2,968.8,0.0,86.0,34.0,91.0,0.0,55.0,0.0,54.0,1.7,4.2,4.6,48.0,51.0,8.6,0.02,0.12,-11.3,-11.9,-13.6,-15.6,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-26,-2.0,-6.3,-6.3,-10.3,1970-01-01T07:00,1970-01-01T07:00,28.17,0.0,0.0,9.7,16.6,1.91,0,q,-3.0,84.0,-7.9,-6.3,1010.0,973.4,0.0,86.0,35.0,92.0,2.0,555.0,475.0,221.0,908.1,9.7,11.5,353.0,343.0,16.6,0.14,0.22,-10.8,-11.4,-13.1,-15.4,0.334,0.324,0.267,0.25,q,-7.0,55.0,-11.1,-10.3,1000.9,964.4,0.0,0.0,0.0,0.0,0.0,114.0,72.0,34.0,488.2,1.1,0.7,3.0,6.0,8.6,0.02,0.07,-11.0,-11.6,-13.3,-15.5,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-27,-2.5,-7.0,-6.5,-11.4,1970-01-01T07:00,1970-01-01T07:00,25.31,0.0,0.14,11.3,18.0,1.78,0,q,-3.4,89.0,-7.0,-6.5,1011.5,974.8,0.07,100.0,94.0,89.0,8.0,565.0,472.0,271.0,898.4,11.3,14.5,342.0,360.0,18.0,0.15,0.19,-10.6,-11.2,-12.8,-15.4,0.334,0.324,0.267,0.25,q,-8.0,60.0,-10.6,-11.4,999.6,963.2,0.0,0.0,0.0,0.0,0.0,103.0,34.0,39.0,89.2,2.1,1.8,30.0,63.0,4.7,0.02,0.04,-10.8,-11.4,-13.1,-15.4,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-28,-2.7,-5.1,-7.3,-9.9,1970-01-01T07:00,1970-01-01T07:00,22.41,0.0,0.42,14.6,20.9,1.64,0,q,-3.6,69.0,-10.2,-7.3,1014.2,977.2,0.07,100.0,93.0,100.0,0.0,499.0,377.0,316.0,646.1,14.6,18.3,157.0,163.0,20.9,0.12,0.19,-10.5,-11.1,-12.6,-15.3,0.334,0.324,0.267,0.25,q,-6.0,60.0,-11.4,-9.9,1011.5,974.7,0.0,68.0,18.0,74.0,0.0,60.0,12.0,47.0,74.8,10.2,13.2,65.0,70.0,16.9,0.03,0.12,-10.7,-11.1,-12.8,-15.3,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-29,-2.0,-5.2,-5.3,-9.5,1970-01-01T07:00,1970-01-01T07:00,25.38,0.0,0.0,11.0,18.4,1.82,0,q,-3.5,77.0,-7.3,-5.3,1011.7,974.8,0.0,100.0,40.0,100.0,99.0,568.0,438.0,331.0,834.0,11.0,13.4,347.0,338.0,18.4,0.14,0.18,-10.5,-11.0,-12.5,-15.2,0.334,0.324,0.267,0.25,q,-5.6,60.0,-10.6,-9.5,1008.9,972.2,0.0,26.0,0.0,9.0,0.0,84.0,4.0,66.0,19.7,2.2,1.8,4.0,14.0,6.5,0.02,0.1,-10.7,-11.1,-12.6,-15.3,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-30,1.0,-2.1,-2.7,-5.8,1970-01-01T07:00,1970-01-01T07:00,20.15,0.0,1.12,8.9,13.0,1.68,0,q,0.2,84.0,-3.3,-2.7,1010.7,974.1,0.07,100.0,82.0,100.0,98.0,467.0,183.0,317.0,349.6,8.9,13.5,45.0,63.0,13.0,0.14,0.15,-9.9,-10.5,-12.3,-15.1,0.334,0.324,0.267,0.25,q,-3.1,71.0,-7.3,-5.8,1009.0,972.7,0.0,75.0,18.0,90.0,0.0,68.0,1.0,64.0,7.5,3.0,4.2,14.0,31.0,6.1,0.02,0.08,-10.4,-11.0,-12.5,-15.2,0.334,0.324,0.267,0.25,q,5,False,2018
2018-05-31,1.8,0.1,-0.8,-3.3,1970-01-01T07:00,1970-01-01T07:00,19.1,0.0,0.98,9.4,15.1,1.73,0,q,1.1,88.0,-1.5,-0.8,1009.5,973.3,0.07,100.0,83.0,100.0,100.0,410.0,111.0,317.0,191.3,9.4,13.3,347.0,347.0,15.1,0.13,0.17,-9.5,-10.1,-12.0,-15.0,0.334,0.324,0.267,0.25,q,-0.5,75.0,-3.7,-3.3,1006.9,970.9,0.0,100.0,31.0,89.0,0.0,57.0,4.0,52.0,25.1,2.3,1.8,10.0,13.0,7.2,0.02,0.07,-9.9,-10.5,-12.3,-15.1,0.334,0.324,0.267,0.25,q,5,False,2018
2018-06-01,2.0,-0.5,-0.7,-3.9,1970-01-01T07:00,1970-01-01T07:00,22.28,0.0,0.21,9.1,14.8,1.94,0,q,1.5,86.0,-1.2,-0.7,1011.5,975.3,0.07,100.0,68.0,99.0,100.0,583.0,470.0,271.0,832.9,9.1,12.6,333.0,360.0,14.8,0.19,0.16,-9.1,-9.8,-11.8,-14.9,0.334,0.324,0.267,0.25,q,-0.9,76.0,-4.4,-3.9,1001.7,965.9,0.0,3.0,0.0,2.0,0.0,87.0,10.0,73.0,47.6,0.8,0.4,4.0,18.0,5.0,0.03,0.09,-9.4,-10.1,-12.0,-15.0,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-02,2.5,-0.2,-0.1,-3.8,1970-01-01T07:00,1970-01-01T07:00,21.06,0.0,2.1,8.6,15.5,1.93,0,q,1.4,91.0,-1.4,-0.1,1011.9,975.5,0.21,100.0,98.0,100.0,99.0,597.0,508.0,245.0,896.0,8.6,11.1,360.0,304.0,15.5,0.2,0.16,-8.8,-9.5,-11.5,-14.8,0.334,0.324,0.267,0.25,q,-1.0,76.0,-2.6,-3.8,1001.3,965.6,0.0,0.0,0.0,0.0,0.0,53.0,2.0,48.0,10.6,0.7,0.8,90.0,108.0,2.9,0.02,0.05,-9.1,-9.8,-11.8,-14.9,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-03,0.8,-0.1,-1.6,-2.9,1970-01-01T07:00,1970-01-01T07:00,16.5,0.1,2.94,6.9,14.4,1.49,0,q,-0.2,90.0,-1.8,-1.6,1022.4,985.7,0.21,100.0,99.0,100.0,99.0,531.0,339.0,294.0,583.4,6.9,8.0,315.0,315.0,14.4,0.16,0.1,-8.7,-9.3,-11.3,-14.7,0.334,0.324,0.267,0.25,q,-1.1,83.0,-3.6,-2.9,1012.2,975.8,0.0,100.0,74.0,53.0,65.0,46.0,0.0,44.0,0.7,1.1,0.7,127.0,141.0,4.0,0.02,0.06,-8.8,-9.5,-11.5,-14.8,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-04,0.8,-2.1,-2.2,-5.3,1970-01-01T07:00,1970-01-01T07:00,28.93,0.0,0.0,5.9,10.4,2.31,0,q,-0.8,93.0,-2.9,-2.2,1026.6,989.5,0.0,100.0,86.0,60.0,73.0,574.0,466.0,187.0,772.7,5.9,6.5,360.0,352.0,10.4,0.18,0.17,-8.6,-9.2,-11.1,-14.6,0.334,0.324,0.267,0.25,q,-3.1,70.0,-6.3,-5.3,1022.3,985.6,0.0,3.0,3.0,0.0,0.0,115.0,69.0,41.0,383.0,2.1,1.5,31.0,14.0,4.7,0.03,0.04,-8.7,-9.3,-11.3,-14.7,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-05,1.0,-2.2,-2.3,-5.4,1970-01-01T07:00,1970-01-01T07:00,27.0,0.0,0.0,7.9,13.7,2.21,0,q,-0.0,95.0,-2.7,-2.3,1023.5,986.7,0.0,100.0,76.0,97.0,83.0,597.0,510.0,202.0,881.7,7.9,9.6,360.0,304.0,13.7,0.18,0.21,-8.4,-9.0,-10.9,-14.4,0.334,0.324,0.267,0.25,q,-3.0,65.0,-5.8,-5.4,1015.9,979.3,0.0,2.0,2.0,0.0,0.0,67.0,39.0,22.0,228.7,1.1,0.8,34.0,54.0,6.1,0.02,0.03,-8.6,-9.2,-11.1,-14.6,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-06,1.4,-1.5,-1.9,-4.7,1970-01-01T07:00,1970-01-01T07:00,27.17,0.0,0.0,4.8,10.4,2.31,0,q,0.5,86.0,-3.2,-1.9,1017.9,981.1,0.0,87.0,42.0,99.0,0.0,591.0,507.0,219.0,884.9,4.8,5.2,354.0,360.0,10.4,0.18,0.23,-8.0,-8.7,-10.7,-14.3,0.334,0.324,0.267,0.25,q,-1.9,64.0,-5.6,-4.7,1016.3,979.9,0.0,1.0,1.0,0.0,0.0,107.0,39.0,63.0,203.1,2.3,2.3,18.0,6.0,6.5,0.03,0.07,-8.4,-9.0,-10.9,-14.4,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-07,1.7,-1.0,-0.9,-4.1,1970-01-01T07:00,1970-01-01T07:00,28.46,0.0,0.0,6.2,14.8,2.33,0,q,1.1,95.0,-1.6,-0.9,1016.6,980.1,0.0,29.0,32.0,0.0,0.0,599.0,514.0,115.0,892.3,6.2,6.5,287.0,315.0,14.8,0.2,0.12,-7.7,-8.4,-10.5,-14.2,0.334,0.324,0.267,0.25,q,-1.7,82.0,-3.0,-4.1,1002.9,967.0,0.0,0.0,0.0,0.0,0.0,104.0,53.0,45.0,308.4,2.5,1.5,238.0,270.0,10.1,0.03,0.03,-8.0,-8.7,-10.7,-14.3,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-08,3.1,1.4,-0.1,-1.8,1970-01-01T07:00,1970-01-01T07:00,24.17,0.0,0.0,5.1,12.2,2.29,0,q,3.5,80.0,-0.5,-0.1,1012.4,976.2,0.0,100.0,88.0,97.0,0.0,596.0,508.0,231.0,885.8,5.1,8.0,360.0,198.0,12.2,0.21,0.25,-7.2,-8.0,-10.2,-14.1,0.334,0.324,0.267,0.25,q,0.3,65.0,-4.8,-1.8,1002.9,967.1,0.0,2.0,2.0,0.0,0.0,134.0,22.0,36.0,65.5,1.1,1.1,16.0,7.0,5.8,0.04,0.13,-7.6,-8.4,-10.5,-14.2,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-09,2.0,0.8,-0.8,-1.6,1970-01-01T07:00,1970-01-01T07:00,13.42,0.0,2.31,5.3,9.0,1.38,0,q,1.1,91.0,-0.8,-0.8,1014.2,977.9,0.21,100.0,100.0,99.0,3.0,420.0,182.0,262.0,221.7,5.3,8.2,360.0,114.0,9.0,0.14,0.15,-7.1,-7.8,-10.0,-13.9,0.334,0.324,0.267,0.25,q,0.2,77.0,-2.5,-1.6,1012.1,975.9,0.0,82.0,57.0,51.0,0.0,39.0,0.0,39.0,0.0,0.7,2.5,8.0,24.0,4.7,0.02,0.05,-7.2,-8.0,-10.2,-14.1,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-10,2.1,-0.2,-0.5,-3.3,1970-01-01T07:00,1970-01-01T07:00,25.51,0.0,0.0,4.9,9.7,2.26,0,q,1.5,94.0,-1.2,-0.5,1017.7,981.4,0.0,79.0,57.0,46.0,15.0,515.0,341.0,188.0,616.7,4.9,5.2,360.0,360.0,9.7,0.18,0.16,-6.9,-7.6,-9.8,-13.8,0.334,0.324,0.267,0.25,q,-0.8,77.0,-3.2,-3.3,1013.9,977.6,0.0,12.0,12.0,1.0,0.0,119.0,53.0,49.0,239.2,1.6,1.5,5.0,4.0,5.0,0.03,0.04,-7.1,-7.7,-10.0,-13.9,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-11,2.4,0.1,-0.1,-2.9,1970-01-01T07:00,1970-01-01T07:00,26.09,0.0,0.0,5.9,11.2,2.31,0,q,2.4,87.0,-1.4,-0.1,1024.1,987.4,0.0,53.0,49.0,12.0,72.0,577.0,484.0,182.0,827.9,5.9,5.2,360.0,360.0,11.2,0.2,0.2,-6.5,-7.3,-9.5,-13.7,0.334,0.324,0.267,0.25,q,-0.1,73.0,-3.1,-2.9,1018.3,982.0,0.0,5.0,0.0,0.0,0.0,106.0,60.0,45.0,315.1,1.8,1.5,5.0,6.0,6.1,0.03,0.08,-6.8,-7.6,-9.8,-13.8,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-12,4.7,2.2,2.1,-0.3,1970-01-01T07:00,1970-01-01T07:00,24.37,0.0,0.0,7.3,9.7,2.48,0,q,4.9,81.0,-0.4,2.1,1022.7,986.2,0.0,90.0,7.0,100.0,100.0,587.0,485.0,228.0,870.1,7.3,8.9,346.0,349.0,9.7,0.2,0.39,-6.0,-6.9,-9.3,-13.5,0.334,0.324,0.267,0.25,q,1.4,55.0,-3.5,-0.3,1014.1,978.2,0.0,1.0,0.0,0.0,0.0,87.0,1.0,68.0,4.1,0.7,0.4,6.0,36.0,6.5,0.03,0.13,-6.5,-7.2,-9.5,-13.7,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-13,4.5,2.3,2.0,-0.9,1970-01-01T07:00,1970-01-01T07:00,17.73,0.0,0.0,9.1,23.0,1.79,0,q,5.0,95.0,0.6,2.0,1013.7,977.8,0.0,100.0,95.0,97.0,18.0,526.0,335.0,226.0,573.5,9.1,14.4,344.0,313.0,23.0,0.17,0.28,-5.5,-6.4,-9.0,-13.4,0.334,0.324,0.267,0.25,q,1.1,68.0,-0.4,-0.9,1009.9,974.0,0.0,17.0,11.0,0.0,0.0,43.0,0.0,43.0,0.0,2.6,1.8,246.0,265.0,6.1,0.02,0.03,-6.0,-6.9,-9.3,-13.5,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-14,6.4,3.7,3.1,0.0,1970-01-01T07:00,1970-01-01T07:00,29.24,0.0,0.0,13.8,36.4,2.88,0,q,4.9,93.0,0.7,3.1,1013.0,977.2,0.0,41.0,46.0,0.0,14.0,583.0,505.0,201.0,871.8,13.8,23.9,360.0,354.0,36.4,0.22,0.4,-5.0,-6.0,-8.7,-13.2,0.334,0.324,0.267,0.25,q,1.7,53.0,-4.3,0.0,1007.9,972.2,0.0,0.0,0.0,0.0,0.0,134.0,93.0,39.0,488.1,6.2,14.1,2.0,2.0,11.9,0.05,0.05,-5.5,-6.4,-9.0,-13.4,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-15,7.6,4.1,4.0,0.3,1970-01-01T07:00,1970-01-01T07:00,31.1,0.0,0.0,9.7,17.3,3.44,0,q,6.1,72.0,0.9,4.0,1012.2,976.6,0.0,16.0,0.0,0.0,53.0,588.0,510.0,84.0,878.9,9.7,19.0,355.0,51.0,17.3,0.24,0.36,-2.7,-4.7,-8.3,-13.1,0.359,0.326,0.267,0.25,q,3.1,58.0,-3.2,0.3,1007.3,971.8,0.0,0.0,0.0,0.0,0.0,141.0,107.0,34.0,569.8,3.2,7.9,4.0,5.0,8.3,0.06,0.23,-4.9,-5.9,-8.7,-13.2,0.334,0.324,0.267,0.25,q,6,False,2018
2018-06-16,6.8,2.5,3.9,-1.2,1970-01-01T07:00,1970-01-01T07:00,29.55,0.0,0.0,8.2,13.0,3.16,0,q,6.5,73.0,-0.1,3.9,1007.9,972.1,0.0,74.0,0.0,76.0,100.0,597.0,518.0,193.0,885.0,8.2,11.5,360.0,321.0,13.0,0.24,0.44,1.2,-2.8,-7.7,-12.9,0.371,0.337,0.268,0.25,q,2.0,55.0,-3.4,-1.2,1006.9,971.3,0.0,0.0,0.0,0.0,0.0,117.0,16.0,35.0,88.9,2.5,1.3,13.0,3.0,6.5,0.04,0.2,-2.6,-4.6,-8.3,-13.1,0.35,0.327,0.267,0.25,q,6,False,2018
2018-06-17,4.8,2.8,2.4,-0.7,1970-01-01T07:00,1970-01-01T07:00,19.68,0.7,0.56,12.1,16.9,2.07,0,q,5.5,80.0,0.6,2.4,1007.5,971.8,0.07,100.0,40.0,100.0,100.0,595.0,513.0,237.0,889.9,12.1,15.1,360.0,360.0,16.9,0.22,0.32,2.8,-0.9,-6.8,-12.7,0.41,0.359,0.269,0.25,q,3.6,65.0,-1.3,-0.7,1000.1,964.5,0.0,4.0,0.0,0.0,13.0,60.0,0.0,60.0,0.0,2.9,1.1,3.0,4.0,6.8,0.03,0.16,0.1,-2.6,-7.7,-12.9,0.382,0.338,0.268,0.25,q,6,False,2018
2018-06-18,3.5,2.1,-0.2,-1.4,1970-01-01T07:00,1970-01-01T07:00,12.53,1.5,0.91,13.8,19.1,1.4,0,q,4.6,74.0,-0.3,-0.2,999.6,964.1,0.07,100.0,98.0,100.0,100.0,264.0,28.0,248.0,63.0,13.8,18.5,70.0,83.0,19.1,0.09,0.26,3.4,-0.2,-6.0,-12.5,0.411,0.379,0.27,0.25,q,3.0,68.0,-2.0,-1.4,995.9,960.5,0.0,100.0,31.0,96.0,2.0,51.0,0.0,48.0,0.2,7.7,9.9,30.0,49.0,10.1,0.03,0.2,0.6,-0.8,-6.8,-12.7,0.396,0.361,0.269,0.25,q,6,False,2018
2018-06-19,4.5,2.7,-0.5,-1.3,1970-01-01T07:00,1970-01-01T07:00,13.92,1.8,0.77,20.4,32.0,1.74,0,q,4.9,69.0,-0.8,-0.5,997.8,962.2,0.07,100.0,67.0,100.0,100.0,398.0,155.0,273.0,200.5,20.4,26.1,67.0,93.0,32.0,0.13,0.32,4.8,0.4,-5.3,-12.3,0.408,0.387,0.273,0.25,q,3.0,61.0,-3.5,-1.3,994.0,958.8,0.0,83.0,4.0,75.0,0.0,48.0,0.0,48.0,0.0,10.0,10.3,40.0,58.0,15.5,0.04,0.26,1.0,-0.3,-6.0,-12.5,0.396,0.379,0.27,0.25,q,6,False,2018
2018-06-20,2.7,1.5,-1.0,-2.1,1970-01-01T07:00,1970-01-01T07:00,19.61,0.3,1.33,10.8,16.2,1.76,0,q,3.4,87.0,-0.5,-1.0,1002.8,966.9,0.14,100.0,85.0,100.0,76.0,424.0,261.0,290.0,332.6,10.8,14.8,92.0,102.0,16.2,0.14,0.26,5.7,1.4,-4.7,-12.1,0.4,0.387,0.277,0.25,q,1.4,64.0,-4.2,-2.1,998.0,962.4,0.0,55.0,18.0,32.0,0.0,78.0,0.0,77.0,9.3,5.2,8.0,50.0,60.0,8.3,0.03,0.09,1.8,0.6,-5.3,-12.3,0.388,0.383,0.273,0.25,q,6,False,2018
2018-06-21,1.8,-0.1,-1.7,-3.6,1970-01-01T07:00,1970-01-01T07:00,30.13,0.0,0.0,11.2,16.2,2.47,0,q,2.3,88.0,-1.1,-1.7,1004.0,968.1,0.0,100.0,64.0,85.0,56.0,578.0,481.0,142.0,879.0,11.2,14.9,360.0,357.0,16.2,0.18,0.29,7.7,2.2,-4.1,-11.8,0.395,0.383,0.281,0.25,q,-0.5,60.0,-5.0,-3.6,999.4,963.6,0.0,0.0,0.0,0.0,0.0,147.0,102.0,35.0,387.0,1.8,1.1,21.0,17.0,6.8,0.04,0.07,1.7,1.2,-4.7,-12.1,0.376,0.377,0.277,0.25,q,6,False,2018
2018-06-22,3.1,1.1,-0.0,-2.7,1970-01-01T07:00,1970-01-01T07:00,31.75,0.0,0.0,9.8,13.0,2.74,0,q,4.6,87.0,-0.5,-0.0,1004.5,968.8,0.0,3.0,3.0,0.0,0.0,594.0,519.0,92.0,890.3,9.8,10.9,307.0,309.0,13.0,0.19,0.29,10.0,3.6,-3.4,-11.5,0.378,0.377,0.284,0.25,q,1.0,65.0,-3.9,-2.7,999.3,963.5,0.0,0.0,0.0,0.0,0.0,148.0,114.0,34.0,601.7,3.6,2.3,10.0,29.0,5.8,0.04,0.09,2.9,2.4,-4.1,-11.8,0.362,0.37,0.281,0.25,q,6,False,2018
2018-06-23,3.3,0.4,0.4,-2.3,1970-01-01T07:00,1970-01-01T07:00,28.81,0.0,0.0,7.4,11.5,2.53,0,q,5.2,92.0,1.1,0.4,1005.7,969.8,0.0,100.0,69.0,41.0,89.0,602.0,527.0,222.0,898.9,7.4,7.3,360.0,360.0,11.5,0.2,0.3,10.8,5.0,-2.6,-11.3,0.361,0.37,0.286,0.25,q,1.6,66.0,-1.3,-2.3,998.6,963.1,0.0,0.0,0.0,0.0,0.0,136.0,90.0,42.0,418.5,1.8,2.3,6.0,14.0,5.4,0.03,0.06,4.6,3.8,-3.4,-11.5,0.343,0.362,0.284,0.25,q,6,False,2018
2018-06-24,3.9,1.1,1.6,-2.4,1970-01-01T07:00,1970-01-01T07:00,23.92,0.0,0.0,9.7,14.8,2.37,0,q,4.1,90.0,1.2,1.6,1002.7,967.0,0.0,100.0,58.0,60.0,99.0,492.0,353.0,179.0,597.5,9.7,10.1,315.0,360.0,14.8,0.18,0.25,11.1,5.7,-2.0,-11.0,0.341,0.362,0.287,0.25,q,2.2,66.0,-3.3,-2.4,998.1,962.6,0.0,24.0,15.0,6.0,10.0,100.0,34.0,63.0,174.2,1.0,0.7,3.0,27.0,2.2,0.04,0.08,3.8,3.9,-2.6,-11.3,0.322,0.353,0.286,0.25,q,6,False,2018
